=== MAIN PIPELINE BACKTEST — SUMMARY (gemini-2.5-flash-lite) ===
llm_directional_accuracy_pct,48.89
llm_signal_sensitivity_pct,15.57
llm_total_signals,45
llm_buy_signals,45
llm_sell_signals,0
llm_correct_signals,22
llm_correct_profitable,4
llm_avg_net_pnl_thb,-67.95
llm_rejected_by_risk,0
llm_avg_confidence,0.671
final_note,all HOLD
risk_initial_portfolio_thb,1500.0
risk_final_portfolio_thb,1500.0
risk_total_return_pct,0.0
risk_annualized_return_pct,0.0
risk_annualized_reliable,False
risk_annualized_volatility_pct,0.0
risk_mdd_pct,0.0
risk_mdd_peak_timestamp,2026-04-01 19:55:00
risk_mdd_trough_timestamp,2026-04-01 19:55:00
risk_sharpe_ratio,0.0
risk_sortino_ratio,-269.399
risk_candles_total,289
risk_periods_per_year,72576
risk_risk_free_rate_pct,2.0
session_compliance_total_sessions,8
session_compliance_passed_sessions,0
session_compliance_failed_sessions,5
session_compliance_no_data_sessions,3
session_compliance_compliance_pct,0.0
session_compliance_session_fail_flag,True
trade_note,no closed trades
trade_total_trades,0
trade_winning_trades,0
trade_losing_trades,0
trade_win_rate_pct,0.0
trade_profit_factor,0.0
trade_avg_win_thb,0.0
trade_avg_loss_thb,0.0
trade_expectancy_thb,0.0
trade_max_consec_wins,0
trade_max_consec_losses,0
trade_gross_profit_thb,0.0
trade_gross_loss_thb,0.0
trade_net_pnl_thb,0.0
trade_total_cost_thb,0.0
trade_largest_win_thb,0.0
trade_largest_loss_thb,0.0
trade_calmar_ratio,0.0

=== DETAILED SIGNAL LOG ===
timestamp,close_thai,portfolio_total_value,portfolio_cash,portfolio_gold_grams,actual_direction,price_change,net_pnl_thb,news_sentiment,llm_signal,llm_confidence,llm_rationale,llm_correct,llm_profitable,final_signal,final_confidence,final_correct,final_profitable,rejection_reason,position_size_thb,stop_loss,take_profit,iterations_used,from_cache,session_id,can_execute
2026-04-02 07:50:00,72196.0,1500.0,1500.0,0.0,UP,86.0,-37.0,0.0,BUY,0.65,"RSI is 34.61, MACD histogram is positive and increasing, indicating bullish momentum with sufficient cash to buy.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 07:55:00,72282.0,1500.0,1500.0,0.0,UP,1.0,-122.0,0.0,BUY,0.65,"RSI 33.32, MACD histogram positive and increasing. Sufficient cash available. Bullish divergence emerging.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:00:00,72283.0,1500.0,1500.0,0.0,DOWN,-42.0,-165.0,0.0,HOLD,0.4,"Cash sufficient, but no strong bullish signals. MACD histogram is positive, but price is below EMAs, indicating consolidation.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:05:00,72241.0,1500.0,1500.0,0.0,UP,25.0,-98.0,0.0,HOLD,0.4,"RSI neutral, MACD bullish, but price below EMA20 in a downtrend. Insufficient bullish signals for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:10:00,72266.0,1500.0,1500.0,0.0,UP,53.0,-70.0,0.0,HOLD,0.45,"RSI is neutral (38.83), MACD histogram is bullish (15.87), but price is below EMA20 in a downtrend.",False,False,HOLD,0.45,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:15:00,72319.0,1500.0,1500.0,0.0,UP,20.0,-103.0,0.0,HOLD,0.4,No clear bullish signals. MACD histogram positive but RSI neutral and trend is downtrend. Insufficient conviction for a buy.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:20:00,72339.0,1500.0,1500.0,0.0,UP,46.0,-77.0,0.0,HOLD,0.5,MACD histogram is positive but RSI is neutral and trend is downtrend. Insufficient bullish signals for a BUY.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:25:00,72385.0,1500.0,1500.0,0.0,DOWN,-371.0,-494.0,0.0,HOLD,0.5,MACD histogram is bullish but price is below EMA20 in a downtrend. Insufficient bullish signals for a buy.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:30:00,72014.0,1500.0,1500.0,0.0,DOWN,-63.0,-186.0,0.0,HOLD,0.4,"Downtrend with EMA cross. MACD histogram is bullish, but RSI is neutral. Insufficient bullish signals for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:35:00,71951.0,1500.0,1500.0,0.0,DOWN,-146.0,-269.0,0.0,BUY,0.65,"RSI 31.41, MACD histogram positive and increasing. Cash sufficient. Bullish divergence forming.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:40:00,71805.0,1500.0,1500.0,0.0,DOWN,-579.0,-702.0,0.0,BUY,0.75,"RSI(14) is 29.3 (oversold), MACD histogram is increasing from negative, and cash is sufficient. Confident in a bullish reversal.",False,False,HOLD,0.75,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:45:00,71226.0,1500.0,1500.0,0.0,UP,172.0,49.0,0.0,BUY,0.65,"RSI is oversold at 25.1, indicating potential bounce. Price near lower BB. Cash sufficient. Bullish divergence forming.",True,True,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:50:00,71398.0,1500.0,1500.0,0.0,DOWN,-153.0,-276.0,0.0,BUY,0.7,RSI is oversold (15.57). Cash is sufficient (฿1500). Overall confidence in a bounce is high. MACD histogram is negative but narrowing.,False,False,HOLD,0.7,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 08:55:00,71245.0,1500.0,1500.0,0.0,DOWN,-159.0,-282.0,0.0,BUY,0.75,"RSI 24.71 is oversold, MACD histogram showing increasing bullish momentum. Price poised to bounce from lower BB, supporting a BUY signal.",False,False,HOLD,0.75,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:00:00,71086.0,1500.0,1500.0,0.0,DOWN,-256.0,-379.0,0.0,BUY,0.7,"RSI is oversold (22.39), MACD histogram is improving, and cash is sufficient. Bullish reversal potential.",False,False,HOLD,0.7,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:05:00,70830.0,1500.0,1500.0,0.0,UP,191.0,68.0,0.0,BUY,0.65,RSI is oversold at 20.26. MACD histogram is increasing from negative. Cash is sufficient. Overall confidence is 0.65.,True,True,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:10:00,71021.0,1500.0,1500.0,0.0,UP,130.0,7.0,0.0,BUY,0.75,"RSI 17.39 oversold, MACD hist -125.8044, cash > 1000. Bullish divergence potential.",True,True,HOLD,0.75,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:15:00,71151.0,1500.0,1500.0,0.0,DOWN,-83.0,-206.0,0.0,BUY,0.65,"RSI is oversold at 25.83. MACD histogram is negative but widening. Price is below EMAs, but near lower BB. Potential bounce.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:20:00,71068.0,1500.0,1500.0,0.0,UP,69.0,-54.0,0.0,BUY,0.75,"RSI is 31, indicating oversold. MACD histogram is -91.8 but showing signs of bottoming. Potential bounce from lower BB expected.",True,False,HOLD,0.75,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:25:00,71137.0,1500.0,1500.0,0.0,UP,23.0,-100.0,0.0,BUY,0.75,"RSI is 29.58 (oversold) and MACD histogram is increasing from negative. Price is below EMA20, indicating a potential reversal. Cash is sufficient.",True,False,HOLD,0.75,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:30:00,71160.0,1500.0,1500.0,0.0,UP,13.0,-110.0,0.0,BUY,0.7,"RSI is low (32.35) and MACD histogram is increasing from a low. Price is near the lower BB, indicating potential bounce.",True,False,HOLD,0.7,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:35:00,71173.0,1500.0,1500.0,0.0,DOWN,-96.0,-219.0,0.0,BUY,0.65,RSI 33.3 suggests oversold conditions. MACD histogram is negative but stabilizing. Confident in potential bounce from lower BB.,False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:40:00,71077.0,1500.0,1500.0,0.0,UP,157.0,34.0,0.0,BUY,0.65,"RSI is 33.86, below 35. MACD histogram is negative but increasing slightly. Confident in a potential bounce. Sufficient cash available.",True,True,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:45:00,71234.0,1500.0,1500.0,0.0,DOWN,-40.0,-163.0,0.0,HOLD,0.5,RSI is low but MACD is bearish and price is below EMA20. Downtrend persists. No clear bullish setup.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:50:00,71194.0,1500.0,1500.0,0.0,DOWN,-94.0,-217.0,0.0,HOLD,0.5,"RSI neutral, MACD bullish, but price below EMA20 in a downtrend. Waiting for clearer bullish signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 09:55:00,71100.0,1500.0,1500.0,0.0,UP,62.0,-61.0,0.0,HOLD,0.5,"RSI is neutral (37.5), MACD histogram is bullish, but price is below EMA20 (downtrend). No strong buy signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:00:00,71162.0,1500.0,1500.0,0.0,UP,107.0,-16.0,0.0,HOLD,0.5,"RSI is neutral, MACD shows bullish momentum, but price is below EMA20 in a downtrend. Insufficient bullish signals for a BUY.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:05:00,71269.0,1500.0,1500.0,0.0,UP,206.0,83.0,0.0,HOLD,0.5,"RSI is neutral, MACD histogram is positive. Trend remains bearish. Insufficient bullish signals for a BUY.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:10:00,71475.0,1500.0,1500.0,0.0,UP,6.0,-117.0,0.0,BUY,0.65,"RSI neutral, MACD histogram positive, cash sufficient. Potential for upward correction.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:15:00,71481.0,1500.0,1500.0,0.0,DOWN,-111.0,-234.0,0.0,HOLD,0.3,"MACD histogram is bullish, but RSI is neutral and trend is downtrend. Waiting for more bullish confirmation.",False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:20:00,71370.0,1500.0,1500.0,0.0,UP,20.0,-103.0,0.0,BUY,0.65,MACD histogram bullish (78.8478). RSI is neutral (50.31). Price near EMA20. Cash sufficient. Confidence 0.65.,True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:25:00,71390.0,1500.0,1500.0,0.0,UP,159.0,36.0,0.0,HOLD,0.5,"RSI neutral, MACD bullish but price below EMAs indicates mixed signals. No strong setup for BUY or SELL.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:30:00,71549.0,1500.0,1500.0,0.0,UP,44.0,-79.0,0.0,HOLD,0.3,MACD histogram shows bullish momentum but RSI is neutral and trend is downtrend. Insufficient bullish signals for a BUY.,False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:35:00,71593.0,1500.0,1500.0,0.0,UP,45.0,-78.0,0.0,HOLD,0.5,MACD histogram bullish but trend is downtrend with price below EMA20. Insufficient bullish signals for BUY.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:40:00,71638.0,1500.0,1500.0,0.0,UP,166.0,43.0,0.0,HOLD,0.4,"MACD histogram shows bullish momentum, but price is below EMA20 in a downtrend. Insufficient bullish signals for a BUY.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:45:00,71804.0,1500.0,1500.0,0.0,DOWN,-52.0,-175.0,0.0,HOLD,0.4,"RSI neutral, MACD bullish but trend is down. No clear bullish setup to justify a buy. Holding cash.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:50:00,71752.0,1500.0,1500.0,0.0,DOWN,-10.0,-133.0,0.0,HOLD,0.5,RSI is neutral. MACD is bullish but trend is down. No clear bullish setup to justify a buy.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 10:55:00,71742.0,1500.0,1500.0,0.0,UP,21.0,-102.0,0.0,BUY,0.65,"Cash available. RSI near neutral (59), MACD histogram positive. Price above EMA20 suggests upward momentum.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:00:00,71763.0,1500.0,1500.0,0.0,DOWN,-131.0,-254.0,0.0,HOLD,0.5,"RSI is neutral, MACD is bullish, but price is below EMA20 in a downtrend. No clear signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:05:00,71632.0,1500.0,1500.0,0.0,UP,98.0,-25.0,0.0,HOLD,0.5,"MACD histogram is bullish, but price is below EMA20 in a downtrend. Insufficient bullish signals for a BUY.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:10:00,71730.0,1500.0,1500.0,0.0,UP,14.0,-109.0,0.0,HOLD,0.4,"RSI is neutral (53), MACD histogram is positive but trend is down (price below EMA20/50). Insufficient bullish signals for BUY.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:15:00,71744.0,1500.0,1500.0,0.0,DOWN,-41.0,-164.0,0.0,HOLD,0.5,"RSI neutral (56.69), MACD bullish (hist 60.27), but price below EMA20 indicating downtrend. No clear signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:20:00,71703.0,1500.0,1500.0,0.0,DOWN,-92.0,-215.0,0.0,HOLD,0.5,"Price is below EMA20, indicating a downtrend. MACD shows bullish divergence but not enough to warrant a buy.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:25:00,71611.0,1500.0,1500.0,0.0,UP,68.0,-55.0,0.0,HOLD,0.4,MACD is bullish but price is below EMA20 and in a downtrend. RSI is neutral. No strong buy signal.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:30:00,71679.0,1500.0,1500.0,0.0,UP,45.0,-78.0,0.0,HOLD,0.3,MACD bullish but RSI neutral and price below EMA20 in a downtrend. Insufficient bullish signals for a buy.,False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:35:00,71724.0,1500.0,1500.0,0.0,DOWN,-128.0,-251.0,0.0,HOLD,0.5,"MACD bullish but trend is down, RSI neutral. Insufficient bullish signals for a buy. Holding.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:40:00,71596.0,1500.0,1500.0,0.0,DOWN,-39.0,-162.0,0.0,HOLD,0.5,Price is below EMA20 in a downtrend. MACD histogram is positive but RSI is neutral. Insufficient bullish signals for a buy.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:45:00,71557.0,1500.0,1500.0,0.0,UP,14.0,-109.0,0.0,HOLD,0.5,"MACD is bullish, but price is in a downtrend below EMA20. No strong bullish signals to justify a buy.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:50:00,71571.0,1500.0,1500.0,0.0,DOWN,-79.0,-202.0,0.0,BUY,0.65,RSI is neutral at 47.58. MACD histogram is slightly negative. Price below EMAs indicates downtrend. Insufficient bullish signals for BUY.,False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 11:55:00,71492.0,1500.0,1500.0,0.0,DOWN,-18.0,-141.0,0.0,HOLD,0.5,"RSI neutral, MACD bearish and downtrend. No clear bullish signals, therefore HOLD.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,MORN,True
2026-04-02 12:00:00,71474.0,1500.0,1500.0,0.0,UP,17.0,-106.0,0.0,HOLD,0.4,Neutral RSI and bearish MACD in a downtrend. No clear bullish signals to initiate a buy.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:05:00,71491.0,1500.0,1500.0,0.0,UP,109.0,-14.0,0.0,HOLD,0.5,"RSI is neutral, MACD is bearish, and price is below EMA. No clear bullish signal for BUY.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:10:00,71600.0,1500.0,1500.0,0.0,UP,6.0,-117.0,0.0,HOLD,0.4,"RSI neutral, MACD bearish, and price below EMAs indicate no clear bullish setup for a buy. Holding position.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:15:00,71606.0,1500.0,1500.0,0.0,UP,17.0,-106.0,0.0,HOLD,0.5,Neutral RSI (51.02) and bearish MACD (hist:-15.83) indicate no clear direction. Downtrend confirmed by EMAs. No buy signal.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:20:00,71623.0,1500.0,1500.0,0.0,DOWN,-48.0,-171.0,0.0,HOLD,0.4,MACD and trend are bearish. RSI is neutral. No strong bullish signals to initiate a buy.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:25:00,71575.0,1500.0,1500.0,0.0,DOWN,-21.0,-144.0,0.0,HOLD,0.5,No clear bullish or bearish signals. MACD is bearish and price is below EMAs. Holding is appropriate.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:30:00,71554.0,1500.0,1500.0,0.0,UP,32.0,-91.0,0.0,HOLD,0.5,"Downtrend, MACD bearish, RSI neutral. No clear bullish signals for a buy. Holding due to lack of conviction.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:35:00,71586.0,1500.0,1500.0,0.0,UP,12.0,-111.0,0.0,HOLD,0.5,"RSI is neutral, MACD is bearish, and price is below EMAs. No clear bullish setup for a buy signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:40:00,71598.0,1500.0,1500.0,0.0,UP,13.0,-110.0,0.0,HOLD,0.4,"RSI is neutral, MACD bearish, and price below EMA20 in a downtrend. No clear bullish setup.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:45:00,71611.0,1500.0,1500.0,0.0,UP,39.0,-84.0,0.0,HOLD,0.5,"RSI neutral, MACD bearish, and price below EMA20 indicate no clear buy setup. Holding for now.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:50:00,71650.0,1500.0,1500.0,0.0,DOWN,-45.0,-168.0,0.0,HOLD,0.5,Neutral RSI and bearish MACD in a downtrend. No clear bullish signal to justify a BUY. Waiting for clearer market direction.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 12:55:00,71605.0,1500.0,1500.0,0.0,UP,63.0,-60.0,0.0,HOLD,0.4,"RSI is neutral (54.63). MACD shows bullish momentum. However, price is below EMA20, indicating a downtrend. Insufficient bullish signals for BUY.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:00:00,71668.0,1500.0,1500.0,0.0,UP,68.0,-55.0,0.0,HOLD,0.4,"RSI is neutral at 51.03, MACD shows bullish momentum. However, price is below EMA20 in a downtrend. Insufficient bullish signals for a BUY.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:05:00,71736.0,1500.0,1500.0,0.0,DOWN,-58.0,-181.0,0.0,HOLD,0.4,"RSI is neutral (55.45), MACD shows bullish momentum (hist 6.5043), but price is below EMAs indicating a downtrend. Insufficient bullish signals for BUY.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:10:00,71678.0,1500.0,1500.0,0.0,DOWN,-149.0,-272.0,0.0,HOLD,0.5,"MACD histogram is bullish, but price is below EMA20 in a downtrend. No clear bullish signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:15:00,71529.0,1500.0,1500.0,0.0,UP,15.0,-108.0,0.0,HOLD,0.4,"MACD shows bullish momentum, but price is below EMA20 indicating a downtrend. Insufficient bullish signals for a BUY.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:20:00,71544.0,1500.0,1500.0,0.0,UP,41.0,-82.0,0.0,HOLD,0.4,"RSI is neutral (44.92) and price is below EMA20, indicating no clear bullish setup for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:25:00,71585.0,1500.0,1500.0,0.0,DOWN,-60.0,-183.0,0.0,HOLD,0.4,MACD histogram is negative and price is below EMA20. No bullish signals present for a buy. Holding for now.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:30:00,71525.0,1500.0,1500.0,0.0,UP,10.0,-113.0,0.0,HOLD,0.3,"MACD histogram is negative and price is below EMA20, indicating a downtrend. No bullish signals present.",False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:35:00,71535.0,1500.0,1500.0,0.0,UP,151.0,28.0,0.0,HOLD,0.5,"No clear bullish signals. MACD is bearish, and price is below EMA20, indicating a downtrend.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:40:00,71686.0,1500.0,1500.0,0.0,UP,75.0,-48.0,0.0,HOLD,0.4,"RSI is neutral, MACD is bearish, and price is below EMA20. No clear bullish signals to initiate a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:45:00,71761.0,1500.0,1500.0,0.0,DOWN,-106.0,-229.0,0.0,HOLD,0.4,No strong bullish or bearish signals. RSI is neutral. MACD histogram is negative. Price is below EMAs. Market trend is down.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:50:00,71655.0,1500.0,1500.0,0.0,DOWN,-9.0,-132.0,0.0,HOLD,0.5,"RSI neutral, MACD bullish, but trend is down. Awaiting clearer bullish signals or a trend reversal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 13:55:00,71646.0,1500.0,1500.0,0.0,UP,108.0,-15.0,0.0,HOLD,0.5,"RSI neutral, MACD bullish, but price below EMA20 indicating downtrend. No clear buy or sell signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
